CustomerID,CustomerName,Email,TransactionDate,ProductCategory,Quantity,Price,SalesAmount,Discount,StoreLocation,PaymentMethod,Profit,Status
CUST102,Jane,invalid_email,2023-09-04,Furniture,5,46.44423941491276,3121.0632748879707,35.13894377681967,Houston,Credit,27.409537482549897,Cleaned
CUST105,John,jane@example.com,2023-03-14,Groceries,-1,468.4758904160265,216.20132543447667,49.27466696933968,Chicago,Online,384.263515501444,Cleaned
CUST106,John,alice@example.com,2023-02-10,FURNITURE,3,261.2809908912612,3156.812102057184,45.841702466303566,Chicago,Debit,502.5318641634289,Cleaned
CUST109,Alice,jane@example.com,2022-05-10,Electronics,2,421.1737006536156,4807.271717849809,38.68421627144095,New York,Online,647.4585076652363,Cleaned
CUST111,Jane,john@example.com,2022-08-20,Groceries,-1,324.26192014542085,3236.1735742749684,35.11005034384564,San Francisco,Online,87.73776070357884,Cleaned
CUST114,Bob,john@example.com,2024-07-29,FURNITURE,2,435.0375987774504,1706.5938147428176,46.19720300379167,Los Angeles,Credit,270.9974260666801,Cleaned
CUST116,Bob,invalid_email,2024-02-22,electronic,4,209.95943991069413,4011.796341734345,39.73438435722961,San Francisco,Credit,871.6921636931328,Cleaned
CUST118,Jane,jane@example.com,2022-02-23,FURNITURE,1,168.92435823338084,2780.2229524228637,21.726489594237915,Chicago,Online,91.223472309305,Cleaned
CUST119,Chris,jane@example.com,2024-06-16,FURNITURE,5,486.0661068068529,166.60031383690443,49.891906148507495,Chicago,Cash,600.8043579640807,Cleaned
CUST120,Tom,alice@example.com,2023-04-10,electronic,2,284.4844528734057,3484.4585773544645,29.82476701707093,New York,Credit,916.0718978329264,Cleaned
CUST121,Tom,jane@example.com,2022-03-26,Electronics,3,418.5707936711815,4357.500407702935,19.405564553376188,Houston,Credit,408.4269255609943,Cleaned
CUST124,Chris,john@example.com,2023-08-29,Groceries,1,323.3422368911724,2973.906698161423,41.91327238988306,Los Angeles,Online,92.7503465509566,Cleaned
CUST125,Bob,invalid_email,2024-09-03,electronic,-1,171.88260886050207,3276.5088485493457,2.556307848105183,Chicago,Credit,829.5197955672031,Cleaned
CUST127,John,alice@example.com,2022-11-26,electronic,5,415.0722186304402,3127.174848361104,43.26569340381958,New York,Debit,282.3276758967278,Cleaned
CUST128,Chris,invalid_email,2022-06-27,electronic,2,344.84782266171715,736.2717401442237,10.850351795273822,San Francisco,Debit,21.99284134185722,Cleaned
CUST130,Jane,alice@example.com,2022-12-24,Electronics,2,144.91458943891496,4155.584578366291,25.827389887466307,Chicago,Credit,134.79229486662382,Cleaned
CUST131,John,john@example.com,2022-10-20,electronic,2,163.41305687696436,4792.46586559793,14.516709810820322,San Francisco,Debit,730.7261137849274,Cleaned
CUST132,Alice,alice@example.com,2022-03-28,Groceries,5,247.64691771981097,3774.4959129987897,41.85601975443699,New York,Credit,329.5163989906049,Cleaned
CUST133,Bob,invalid_email,2022-10-25,electronic,5,319.84774778434235,3683.720750503743,10.106225158771348,Houston,Debit,52.98554418245052,Cleaned
CUST138,Alice,jane@example.com,2024-04-15,Electronics,4,486.3163843547815,4104.673090803426,14.737165485681423,San Francisco,Online,448.6804667267349,Cleaned
CUST139,Bob,jane@example.com,2023-03-05,Electronics,10,113.96575179518818,3423.7654501350275,33.47108891760148,San Francisco,Credit,875.8395947661915,Cleaned
CUST140,Tom,invalid_email,2023-05-15,electronic,4,70.33334768194149,3021.190947677717,46.78222878697595,New York,Cash,708.0916544274963,Cleaned
CUST141,Chris,john@example.com,2023-07-24,Furniture,1,366.2793157550609,2192.7512353344964,21.620688177605413,New York,Credit,543.5216554891439,Cleaned
CUST142,Chris,john@example.com,2023-03-31,Groceries,10,75.51732090555035,624.6529123717239,10.605653037652456,San Francisco,Online,620.2841234095164,Cleaned
CUST144,Alice,john@example.com,2023-07-05,Groceries,10,169.68945310162047,4461.645518447847,6.147760089813764,Houston,Cash,798.0697182680242,Cleaned
CUST145,John,jane@example.com,2022-03-07,Furniture,4,368.6138732770266,1884.5157434034795,30.249285599775984,Houston,Credit,195.3049990739952,Cleaned
CUST146,Jane,jane@example.com,2022-12-17,Furniture,3,240.0440979668544,1102.022681699262,36.334213661179646,Chicago,Online,526.3666260266785,Cleaned
CUST147,Chris,jane@example.com,2022-06-18,Groceries,5,490.116019394424,773.7843145896811,37.818702699418026,Chicago,Online,53.39844862632432,Cleaned
CUST148,Chris,invalid_email,2023-10-11,Groceries,4,246.89787446890384,754.5201266995513,22.104941830736603,San Francisco,Cash,367.46718548765256,Cleaned
CUST149,Bob,jane@example.com,2023-05-24,Furniture,10,5.937924996649654,2452.898615811316,31.03603125342564,San Francisco,Online,720.5383724994768,Cleaned
CUST150,Chris,invalid_email,2022-09-27,Electronics,2,394.63981040893634,1710.6461160067215,36.619716658495165,Chicago,Cash,810.0425196295519,Cleaned
CUST151,Bob,jane@example.com,2022-06-10,electronic,3,256.494113014871,2593.2280652878467,36.24951231143183,Houston,Debit,270.00103117269737,Cleaned
CUST152,Tom,alice@example.com,2023-07-21,FURNITURE,2,144.29148707843356,4189.326147626468,28.90323910039603,New York,Debit,639.6214219555407,Cleaned
CUST153,Jane,jane@example.com,2021-12-10,Furniture,5,348.64575077780364,750.0092266183274,13.122113014981156,Chicago,Debit,234.48747173223668,Cleaned
CUST156,Jane,alice@example.com,2022-04-07,Groceries,1,221.79639099017996,731.5928632040009,44.92672961125188,Houston,Debit,889.9849123706266,Cleaned
CUST158,Jane,alice@example.com,2022-05-29,Groceries,10,365.785433207198,3929.81508851978,48.860334520999785,Chicago,Cash,54.58034974774844,Cleaned
CUST159,Alice,jane@example.com,2024-07-29,Groceries,10,178.08592547489235,619.0331360685215,1.163786490062152,New York,Credit,902.3312814377744,Cleaned
CUST160,Tom,alice@example.com,2024-06-01,Groceries,4,335.85793023801153,2885.498585678207,49.85750378670526,New York,Cash,525.6148516040727,Cleaned
CUST161,Chris,invalid_email,2024-07-08,FURNITURE,10,176.38468601848518,1977.8508895552857,44.371222514121214,Houston,Credit,894.6903372456012,Cleaned
CUST162,Jane,alice@example.com,2023-04-20,Furniture,3,331.9392220690001,3280.7128337580984,27.02976085026209,New York,Credit,17.474690468665557,Cleaned
CUST163,Jane,alice@example.com,2022-08-25,Electronics,2,13.207893246598337,267.11155124319987,47.52820342702486,Chicago,Debit,450.4683871490899,Cleaned
CUST164,Alice,alice@example.com,2023-12-21,Groceries,4,494.4472013045588,1523.4769016222913,34.68701124229368,San Francisco,Online,853.9341427414126,Cleaned
CUST165,Chris,john@example.com,2024-02-06,Furniture,4,247.11812101932657,2537.059845301253,32.40266034293802,Los Angeles,Online,637.3426474378398,Cleaned
CUST166,Chris,john@example.com,2021-12-30,FURNITURE,10,266.23346602573946,3296.358636935488,43.605914138178136,Houston,Debit,947.0066432209492,Cleaned
CUST167,Chris,invalid_email,2021-12-29,Electronics,5,281.3707514090541,-500.0,3.0462150964063683,Los Angeles,Credit,401.128527344124,Cleaned
CUST168,Tom,john@example.com,2024-06-20,electronic,5,185.88786359714567,1641.2778253941492,30.125141984877924,Chicago,Credit,883.6401446531962,Cleaned
CUST169,Bob,alice@example.com,2023-01-02,Electronics,-1,97.83634265336222,3721.1316229426234,20.53525679267344,San Francisco,Credit,920.7515467438908,Cleaned
CUST170,Jane,alice@example.com,2024-08-24,Electronics,1,104.5742553177212,4863.163138499463,31.17943795812233,San Francisco,Credit,819.4886602392423,Cleaned
CUST171,Bob,invalid_email,2023-06-06,Electronics,10,151.4291658776276,224.99259425955952,1.6413277326562392,New York,Online,68.03015472651373,Cleaned
CUST172,Alice,alice@example.com,2023-09-09,FURNITURE,3,433.31455703258166,2957.531460610789,31.20853168304845,Houston,Credit,305.3967845329542,Cleaned
CUST173,Bob,invalid_email,2024-03-04,Furniture,10,23.550248071757984,4002.63666046924,14.371507712332454,Chicago,Online,523.9992137345788,Cleaned
CUST175,Chris,john@example.com,2022-06-18,Groceries,10,473.0371835199391,1450.0304226979729,37.96944013751873,Chicago,Debit,138.0853276806373,Cleaned
CUST176,Tom,john@example.com,2022-12-01,FURNITURE,1,50.08527253747048,1666.6572890998036,36.48939776744128,New York,Online,144.56278385052184,Cleaned
CUST177,John,john@example.com,2022-06-20,electronic,3,75.20903104161454,4062.865075257827,2.960793380824484,New York,Online,566.9519783784102,Cleaned
CUST178,John,john@example.com,2024-07-08,electronic,10,55.79793812870461,2517.150602389585,10.539418959118334,Houston,Cash,621.3878166981103,Cleaned
CUST179,John,john@example.com,2022-07-18,Furniture,10,172.93632937509784,1407.5881218723373,30.068528621718364,San Francisco,Cash,69.34826796881174,Cleaned
CUST180,John,alice@example.com,2024-03-23,FURNITURE,10,358.41301897695,1977.804277973268,7.709812355967404,New York,Credit,592.6387119674911,Cleaned
CUST181,Tom,john@example.com,2021-12-21,FURNITURE,3,398.70414968732,3621.8755782958974,17.946665905717808,Houston,Cash,915.5313377236746,Cleaned
CUST182,Chris,invalid_email,2024-03-15,Furniture,-1,227.31962999658091,4748.849642066044,32.51435295584086,New York,Cash,67.81823561375398,Cleaned
CUST183,Bob,john@example.com,2023-09-09,Electronics,2,88.13436225509662,4588.909771359498,39.67470100957535,Los Angeles,Cash,686.7023812671243,Cleaned
CUST185,Bob,invalid_email,2023-11-20,electronic,5,424.0244202469512,975.85107618963,30.724672570660555,Chicago,Debit,512.0615825176637,Cleaned
CUST186,John,invalid_email,2024-07-03,Electronics,3,41.383590728772845,414.3582473348656,24.957779695170103,Houston,Cash,710.7246120163963,Cleaned
CUST187,Chris,jane@example.com,2024-05-15,Furniture,-1,68.67609254172748,1845.2799602208447,9.6898869674285,San Francisco,Credit,783.3349312993804,Cleaned
CUST189,Alice,alice@example.com,2023-07-07,Groceries,5,288.9626602799788,-500.0,30.42194191290116,Los Angeles,Cash,234.7051693802011,Cleaned
CUST190,Chris,john@example.com,2024-04-26,FURNITURE,5,52.010363850949325,1098.836969503268,19.705109688983963,New York,Online,829.2392905967886,Cleaned
CUST191,Bob,jane@example.com,2023-10-15,FURNITURE,2,300.7554464021055,4252.055365812017,41.06166795699552,Los Angeles,Credit,160.02939513405587,Cleaned
CUST192,Bob,john@example.com,2023-03-02,electronic,5,162.43880270528464,-500.0,35.52844603704239,Chicago,Debit,571.3279690253057,Cleaned
CUST193,Alice,invalid_email,2022-05-13,Groceries,1,117.49684479199216,4686.711873222754,1.740537001278758,Los Angeles,Debit,978.1284067205625,Cleaned
CUST194,Alice,alice@example.com,2023-01-03,Groceries,2,254.4705943841447,1164.551561408497,23.989379250581056,Chicago,Credit,401.5380703540794,Cleaned
CUST196,John,invalid_email,2024-07-15,Furniture,1,237.82061915519847,4642.884961093753,31.07529227846723,New York,Cash,85.10341016063562,Cleaned
CUST198,Alice,john@example.com,2022-06-30,electronic,3,407.8497622202042,1331.8593362960694,21.87286810504273,San Francisco,Debit,881.401596118788,Cleaned
CUST199,Alice,invalid_email,2023-01-26,Groceries,4,230.5524982067167,491.16258563484286,43.7016782923769,New York,Cash,900.1242670383876,Cleaned
